Start,Target,Distance
Bristol,Lisbon,1544
Bristol,Liverpool,223
Bristol,London,128
Bristol,Lyons,667
Bristol,Madrid,1228
Bristol,Manchester,225
Bristol,Manila,10602
Bristol,Marseilles,923
Bristol,Mazatln,8931
Bristol,Mecca,4622
Bristol,Melbourne,9483
Bristol,Mexico City,8842
Bristol,Milan,833
Bristol,Montevideo,4633
Bristol,Moscow,2342
Bristol,Munich,698
Bristol,Nagasaki,9370
Bristol,Nagoya,9362
Bristol,Nairobi,6416
Bristol,Nanjing (Nanking),8830
Bristol,Naples,1503
Bristol,New Delhi,6560
Bristol,Newcastle-on-Tyne,372
Bristol,Odessa,2120
Bristol,Osaka,9446
Bristol,Oslo,1051
Bristol,Panama City,8359
Bristol,Paramaribo,7029
Bristol,Paris,311
Bristol,Perth,8732
Bristol,Plymouth,189
Bristol,Port Moresby,12512
Bristol,Prague,838
Bristol,Rangoon,8832
Bristol,Reykjavk,1834
Bristol,Rio de Janeiro,4729
Bristol,Rome,1320
Bristol,Salvador,5380
Bristol,Santiago,5721
Bristol,St. Petersburg,1962
Bristol,So Paulo,4865
Bristol,Shanghai,9087
Bristol,Singapore,10683
Bristol,Sofia,1858
Bristol,Stockholm,1332
Bristol,Sydney,10049
Bristol,Tananarive,5354
Bristol,Teheran,4244
Bristol,Tokyo,9507
Bristol,Tripoli,2257
Bristol,Venice,988
Bristol,Veracruz,8616
Bristol,Vienna,1053
Bristol,Vladivostok,8452
Bristol,Warsaw,1284
Bristol,Wellington,9706
Bristol,Zrich,625
Brussels,Aberdeen,825
Brussels,Adelaide,9541
Brussels,Algiers,1561
Brussels,Amsterdam,190
Brussels,Ankara,2516
Brussels,Asuncin,5304
Brussels,Athens,2092
Brussels,Auckland,10289
Brussels,Bangkok,9279
Brussels,Barcelona,1037
Brussels,Beijing,8015
Brussels,Belm,6861
Brussels,Belfast,437
Brussels,Belgrade,1376
Brussels,Berlin,656
Brussels,Birmingham,267
Brussels,Bogot,8227
Brussels,Bombay,6861
Brussels,Bordeaux,730
Brussels,Bremen,441
Brussels,Brisbane,10859
Brussels,Bristol,156
Brussels,Brussels,0
Brussels,Bucharest,1821
Brussels,Budapest,1170
Brussels,Buenos Aires,4661
Brussels,Cairo,3181
Brussels,Calcutta,7697
Brussels,Canton,9232
Brussels,Cape Town,2204
Brussels,Caracas,7232
Brussels,Cayenne,6782
Brussels,Chihuahua,8412
Brussels,Chongqing,8309
Brussels,Copenhagen,767
Brussels,Crdoba,5300
Brussels,Dakar,4185
Brussels,Darwin,11313
Brussels,Djibouti,5622
Brussels,Dublin,326
Brussels,Durban,3202
Brussels,Edinburgh,564
Brussels,Frankfurt,296
Brussels,Georgetown,6971
Brussels,Glasgow,553
Brussels,Guatemala City,8505
Brussels,Guayaquil,8795
Brussels,Hamburg,515
Brussels,Hammerfest,2420
Brussels,Havana,7159
Brussels,Helsinki,1679
Brussels,Hobart,9064
Brussels,Hong Kong,9424
Brussels,Iquique,6645
Brussels,Irkutsk,6348
Brussels,Jakarta,10335
Brussels,Johannesburg,3404
Brussels,Kingston,7261
Brussels,Kinshasa,5253
Brussels,Kuala Lumpur,10188
Brussels,La Paz,6790
Brussels,Leeds,382
Brussels,Lima,7780
Brussels,Lisbon,1415
Brussels,Liverpool,314
Brussels,London,275
Brussels,Lyons,564
Brussels,Madrid,1142
Brussels,Manchester,340
Brussels,Manila,10531
Brussels,Marseilles,817
Brussels,Mazatln,8846
Brussels,Mecca,4466
Brussels,Melbourne,9491
Brussels,Mexico City,8742
Brussels,Milan,687
Brussels,Montevideo,4498
Brussels,Moscow,2261
Brussels,Munich,547
Brussels,Nagasaki,9342
Brussels,Nagoya,9352
Brussels,Nairobi,6267
Brussels,Nanjing (Nanking),8781
Brussels,Naples,1353
Brussels,New Delhi,6440
Brussels,Newcastle-on-Tyne,490
Brussels,Odessa,1984
Brussels,Osaka,9432
Brussels,Oslo,1079
Brussels,Panama City,8220
Brussels,Paramaribo,6874
Brussels,Paris,269
Brussels,Perth,8677
Brussels,Plymouth,35
Brussels,Port Moresby,12497
Brussels,Prague,709
Brussels,Rangoon,8722
Brussels,Reykjavk,1846
Brussels,Rio de Janeiro,4574
Brussels,Rome,1174
Brussels,Salvador,5225
Brussels,Santiago,5601
Brussels,St. Petersburg,1916
Brussels,So Paulo,4711
Brussels,Shanghai,9041
Brussels,Singapore,10567
Brussels,Sofia,1703
Brussels,Stockholm,1313
Brussels,Sydney,10067
Brussels,Tananarive,5199
Brussels,Teheran,4106
Brussels,Tokyo,9502
Brussels,Tripoli,2125
Brussels,Venice,833
Brussels,Veracruz,8510
Brussels,Vienna,906
Brussels,Vladivostok,8443
Brussels,Warsaw,1176
Brussels,Wellington,9775
Brussels,Zrich,474
Bucharest,Aberdeen,2229
Bucharest,Adelaide,8867
Bucharest,Algiers,2174
Bucharest,Amsterdam,1855
Bucharest,Ankara,712
Bucharest,Asuncin,3485
Bucharest,Athens,790
Bucharest,Auckland,10464
Bucharest,Bangkok,7668
Bucharest,Barcelona,1965
Bucharest,Beijing,7043
Bucharest,Belm,5230
Bucharest,Belfast,1889
Bucharest,Belgrade,507
Bucharest,Berlin,1334
Bucharest,Birmingham,2049
Bucharest,Bogot,6406
Bucharest,Bombay,5071
Bucharest,Bordeaux,2088
Bucharest,Bremen,1674
Bucharest,Brisbane,10415
Bucharest,Bristol,1968
Bucharest,Brussels,1821
Bucharest,Bucharest,0
Bucharest,Budapest,652
Bucharest,Buenos Aires,2904
Bucharest,Cairo,1611
Bucharest,Calcutta,6058
Bucharest,Canton,7925
Bucharest,Cape Town,1396
Bucharest,Caracas,5411
Bucharest,Cayenne,5073
Bucharest,Chihuahua,7082
Bucharest,Chongqing,6995
Bucharest,Copenhagen,1605
Bucharest,Crdoba,3551
Bucharest,Dakar,3437
Bucharest,Darwin,10126
Bucharest,Djibouti,3993
Bucharest,Dublin,1796
Bucharest,Durban,1671
Bucharest,Edinburgh,2088
Bucharest,Frankfurt,1544
Bucharest,Georgetown,5194
Bucharest,Glasgow,2027
Bucharest,Guatemala City,6806
Bucharest,Guayaquil,6978
Bucharest,Hamburg,1568
Bucharest,Hammerfest,2911
Bucharest,Havana,5478
Bucharest,Helsinki,1766
Bucharest,Hobart,8700
Bucharest,Hong Kong,8108
Bucharest,Iquique,4852
Bucharest,Irkutsk,5525
Bucharest,Jakarta,8716
Bucharest,Johannesburg,2021
Bucharest,Kingston,5485
Bucharest,Kinshasa,4596
Bucharest,Kuala Lumpur,8498
Bucharest,La Paz,4974
Bucharest,Leeds,2105
Bucharest,Lima,5981
Bucharest,Lisbon,1540
Bucharest,Liverpool,1991
Bucharest,London,2095
Bucharest,Lyons,1749
Bucharest,Madrid,1959
Bucharest,Manchester,2046
Bucharest,Manila,9201
Bucharest,Marseilles,1726
Bucharest,Mazatln,7431
Bucharest,Mecca,2809
Bucharest,Melbourne,8992
Bucharest,Mexico City,7190
Bucharest,Milan,1391
Bucharest,Montevideo,2729
Bucharest,Moscow,1457
Bucharest,Munich,1275
Bucharest,Nagasaki,8462
Bucharest,Nagoya,8662
Bucharest,Nairobi,4879
Bucharest,Nanjing (Nanking),7705
Bucharest,Naples,1110
Bucharest,New Delhi,4765
Bucharest,Newcastle-on-Tyne,2144
Bucharest,Odessa,371
Bucharest,Osaka,8693
Bucharest,Oslo,2024
Bucharest,Panama City,6417
Bucharest,Paramaribo,5127
Bucharest,Paris,1928
Bucharest,Perth,7538
Bucharest,Plymouth,1795
Bucharest,Port Moresby,11637
Bucharest,Prague,1163
Bucharest,Rangoon,7098
Bucharest,Reykjavk,2263
Bucharest,Rio de Janeiro,2839
Bucharest,Rome,1211
Bucharest,Salvador,3692
Bucharest,Santiago,3932
Bucharest,St. Petersburg,1718
Bucharest,So Paulo,2934
Bucharest,Shanghai,7989
Bucharest,Singapore,8875
Bucharest,Sofia,349
Bucharest,Stockholm,1753
Bucharest,Sydney,9653
Bucharest,Tananarive,3447
Bucharest,Teheran,2316
Bucharest,Tokyo,8864
Bucharest,Tripoli,1752
Bucharest,Venice,1148
Bucharest,Veracruz,6915
Bucharest,Vienna,915
Bucharest,Vladivostok,7805
Bucharest,Warsaw,973
Bucharest,Wellington,9986
Bucharest,Zrich,1461
Budapest,Aberdeen,1618
Budapest,Adelaide,9066
Budapest,Algiers,1811
Budapest,Amsterdam,1203
Budapest,Ankara,1358
Budapest,Asuncin,4134
Budapest,Athens,1127
Budapest,Auckland,10366
Budapest,Bangkok,8223
Budapest,Barcelona,1480
Budapest,Beijing,7340
Budapest,Belm,5822
Budapest,Belfast,1251
Budapest,Belgrade,315
Budapest,Berlin,713
Budapest,Birmingham,1396
Budapest,Bogot,7057
Budapest,Bombay,5703
Budapest,Bordeaux,1513
Budapest,Bremen,1039
Budapest,Brisbane,10543
Budapest,Bristol,1316
Budapest,Brussels,1170
Budapest,Bucharest,652
Budapest,Budapest,0
Budapest,Buenos Aires,3516
Budapest,Cairo,2150
Budapest,Calcutta,6621
Budapest,Canton,8359
Budapest,Cape Town,1532
Budapest,Caracas,6063
Budapest,Cayenne,5693
Budapest,Chihuahua,7521
Budapest,Chongqing,7427
Budapest,Copenhagen,1027
Budapest,Crdoba,4160
Budapest,Dakar,3664
Budapest,Darwin,10525
Budapest,Djibouti,4580
Budapest,Dublin,1150
Budapest,Durban,2192
Budapest,Edinburgh,1454
Budapest,Frankfurt,891
Budapest,Georgetown,5837
Budapest,Glasgow,1396
Budapest,Guatemala City,7397
Budapest,Guayaquil,7625
Budapest,Hamburg,939
Budapest,Hammerfest,2574
Budapest,Havana,6058
Budapest,Helsinki,1467
Budapest,Hobart,8782
Budapest,Hong Kong,8547
Budapest,Iquique,5485
Budapest,Irkutsk,5748
Budapest,Jakarta,9277
Budapest,Johannesburg,2481
Budapest,Kingston,6110
Budapest,Kinshasa,4812
Budapest,Kuala Lumpur,9088
Budapest,La Paz,5621
Budapest,Leeds,1454
Budapest,Lima,6618
Budapest,Lisbon,1256
Budapest,Liverpool,1341
Budapest,London,1443
Budapest,Lyons,1167
Budapest,Madrid,1505
Budapest,Manchester,1396
Budapest,Manila,9650
Budapest,Marseilles,1206
Budapest,Mazatln,7905
Budapest,Mecca,3401
Budapest,Melbourne,9127
Budapest,Mexico City,7720
Budapest,Milan,829
Budapest,Montevideo,3347
Budapest,Moscow,1528
Budapest,Munich,627
Budapest,Nagasaki,8735
Budapest,Nagoya,8865
Budapest,Nairobi,5379
Budapest,Nanjing (Nanking),8048
Budapest,Naples,868
Budapest,New Delhi,5341
Budapest,Newcastle-on-Tyne,1499
Budapest,Odessa,843
Budapest,Osaka,8915
Budapest,Oslo,1487
Budapest,Panama City,7056
Budapest,Paramaribo,5760
Budapest,Paris,1293
Budapest,Perth,7904
Budapest,Plymouth,1144
Budapest,Port Moresby,11926
Budapest,Prague,522
Budapest,Rangoon,7657
Budapest,Reykjavk,1905
Budapest,Rio de Janeiro,3463
Budapest,Rome,859
Budapest,Salvador,4240
Budapest,Santiago,4503
Budapest,St. Petersburg,1531
Budapest,So Paulo,3574
Budapest,Shanghai,8324
Budapest,Singapore,9465
Budapest,Sofia,617
Budapest,Stockholm,1322
Budapest,Sydney,9762
Budapest,Tananarive,4079
Budapest,Teheran,2945
Budapest,Tokyo,9049
Budapest,Tripoli,1724
Budapest,Venice,604
Budapest,Veracruz,7462
Budapest,Vienna,263
Budapest,Vladivostok,7981
Budapest,Warsaw,548
Budapest,Wellington,9872
Budapest,Zrich,843
Buenos Aires,Aberdeen,4816
Buenos Aires,Adelaide,7130
Buenos Aires,Algiers,4939
Buenos Aires,Amsterdam,4648
Buenos Aires,Ankara,2344
Buenos Aires,Asuncin,1026
Buenos Aires,Athens,3133
Buenos Aires,Auckland,9736
Buenos Aires,Bangkok,4819
Buenos Aires,Barcelona,4838
Buenos Aires,Beijing,5099
Buenos Aires,Belm,3819
Buenos Aires,Belfast,4601
Buenos Aires,Belgrade,3410
Buenos Aires,Berlin,4060
Buenos Aires,Birmingham,4850
Buenos Aires,Bogot,3721
Buenos Aires,Bombay,2213
Buenos Aires,Bordeaux,4992
Buenos Aires,Bremen,4398
Buenos Aires,Brisbane,8806
Buenos Aires,Bristol,4794
Buenos Aires,Brussels,4661
Buenos Aires,Bucharest,2904
Buenos Aires,Budapest,3516
Buenos Aires,Buenos Aires,0
Buenos Aires,Cairo,2573
Buenos Aires,Calcutta,3210
Buenos Aires,Canton,5405
Buenos Aires,Cape Town,3666
Buenos Aires,Caracas,2827
Buenos Aires,Cayenne,3378
Buenos Aires,Chihuahua,4589
Buenos Aires,Chongqing,4532
Buenos Aires,Copenhagen,4196
Buenos Aires,Crdoba,646
Buenos Aires,Dakar,4658
Buenos Aires,Darwin,7624
Buenos Aires,Djibouti,2976
Buenos Aires,Dublin,4548
Buenos Aires,Durban,2658
Buenos Aires,Edinburgh,4771
Buenos Aires,Frankfurt,4367
Buenos Aires,Georgetown,3102
Buenos Aires,Glasgow,4705
Buenos Aires,Guatemala City,3908
Buenos Aires,Guayaquil,4213
Buenos Aires,Hamburg,4283
Buenos Aires,Hammerfest,4517
Buenos Aires,Havana,2602
Buenos Aires,Helsinki,3730
Buenos Aires,Hobart,7439
Buenos Aires,Hong Kong,5567
Buenos Aires,Iquique,2004
Buenos Aires,Irkutsk,4128
Buenos Aires,Jakarta,5851
Buenos Aires,Johannesburg,2994
Buenos Aires,Kingston,2600
Buenos Aires,Kinshasa,5559
Buenos Aires,Kuala Lumpur,5600
Buenos Aires,La Paz,2244
Buenos Aires,Leeds,4871
Buenos Aires,Lima,3140
Buenos Aires,Lisbon,4299
Buenos Aires,Liverpool,4757
Buenos Aires,London,4922
Buenos Aires,Lyons,4654
Buenos Aires,Madrid,4814
Buenos Aires,Manchester,4814
Buenos Aires,Manila,6590
Buenos Aires,Marseilles,4621
Buenos Aires,Mazatln,4800
Buenos Aires,Mecca,2341
Buenos Aires,Melbourne,7490
Buenos Aires,Mexico City,4408
Buenos Aires,Milan,4296
Buenos Aires,Montevideo,195
Buenos Aires,Moscow,2840
Buenos Aires,Munich,4138
Buenos Aires,Nagasaki,6480
Buenos Aires,Nagoya,6928
Buenos Aires,Nairobi,4313
Buenos Aires,Nanjing (Nanking),5523
Buenos Aires,Naples,3909
Buenos Aires,New Delhi,1911
Buenos Aires,Newcastle-on-Tyne,4872
Buenos Aires,Odessa,2679
Buenos Aires,Osaka,6886
Buenos Aires,Oslo,4434
Buenos Aires,Panama City,3585
Buenos Aires,Paramaribo,3229
Buenos Aires,Paris,4809
Buenos Aires,Perth,5283
Buenos Aires,Plymouth,4640
Buenos Aires,Port Moresby,9390
Buenos Aires,Prague,3955
Buenos Aires,Rangoon,4247
Buenos Aires,Reykjavk,4151
Buenos Aires,Rio de Janeiro,1969
Buenos Aires,Rome,4058
Buenos Aires,Salvador,3150
Buenos Aires,Santiago,1135
Buenos Aires,St. Petersburg,3465
Buenos Aires,So Paulo,1686
Buenos Aires,Shanghai,5813
Buenos Aires,Singapore,5974
Buenos Aires,Sofia,3156
Buenos Aires,Stockholm,4002
Buenos Aires,Sydney,8184
Buenos Aires,Tananarive,2065
Buenos Aires,Teheran,629
Buenos Aires,Tokyo,7179
Buenos Aires,Tripoli,4153
Buenos Aires,Venice,4053
Buenos Aires,Veracruz,4095
Buenos Aires,Vienna,3774
Buenos Aires,Vladivostok,6267
Buenos Aires,Warsaw,3547
Buenos Aires,Wellington,9391
Buenos Aires,Zrich,4355
Cairo,Aberdeen,3764
Cairo,Adelaide,9526
Cairo,Algiers,2701
Cairo,Amsterdam,3276
Cairo,Ankara,1046
Cairo,Asuncin,2633
Cairo,Athens,1089
Cairo,Auckland,11664
Cairo,Bangkok,7267
Cairo,Barcelona,2817
Cairo,Beijing,7538
Cairo,Belm,3686
Cairo,Belfast,3377
Cairo,Belgrade,1856
Cairo,Berlin,2862
Cairo,Birmingham,3442
Cairo,Bogot,5340
Cairo,Bombay,4328
Cairo,Bordeaux,3132
Cairo,Bremen,3172
Cairo,Brisbane,11180
Cairo,Bristol,3336
Cairo,Brussels,3181
Cairo,Bucharest,1611
Cairo,Budapest,2150
Cairo,Buenos Aires,2573
Cairo,Cairo,0
Cairo,Calcutta,5696
Cairo,Canton,7978
Cairo,Cape Town,1280
Cairo,Caracas,4329
Cairo,Cayenne,3607
Cairo,Chihuahua,7160
Cairo,Chongqing,7101
Cairo,Copenhagen,3173
Cairo,Crdoba,3134
Cairo,Dakar,2262
Cairo,Darwin,10195
Cairo,Djibouti,2444
Cairo,Dublin,3261
Cairo,Durban,99
Cairo,Edinburgh,3582
Cairo,Frankfurt,2961
Cairo,Georgetown,3858
Cairo,Glasgow,3528
Cairo,Guatemala City,6260
Cairo,Guayaquil,5967
Cairo,Hamburg,3081
Cairo,Hammerfest,4494
Cairo,Havana,5063
Cairo,Helsinki,3356
Cairo,Hobart,9619
Cairo,Hong Kong,8139
Cairo,Iquique,4107
Cairo,Irkutsk,6277
Cairo,Jakarta,8249
Cairo,Johannesburg,530
Cairo,Kingston,4777
Cairo,Kinshasa,3347
Cairo,Kuala Lumpur,7896
Cairo,La Paz,4063
Cairo,Leeds,3531
Cairo,Lima,5138
Cairo,Lisbon,2153
Cairo,Liverpool,3427
Cairo,London,3448
Cairo,Lyons,2872
Cairo,Madrid,2745
Cairo,Manchester,3476
Cairo,Manila,9151
Cairo,Marseilles,2715
Cairo,Mazatln,7366
Cairo,Mecca,1288
Cairo,Melbourne,9791
Cairo,Mexico City,6925
Cairo,Milan,2551
Cairo,Montevideo,2380
Cairo,Moscow,2849
Cairo,Munich,2662
Cairo,Nagasaki,8957
Cairo,Nagoya,9319
Cairo,Nairobi,3268
Cairo,Nanjing (Nanking),8046
Cairo,Naples,1919
Cairo,New Delhi,4427
Cairo,Newcastle-on-Tyne,3601
Cairo,Odessa,1788
Cairo,Osaka,9306
Cairo,Oslo,3618
Cairo,Panama City,5535
Cairo,Paramaribo,3722
Cairo,Paris,3184
Cairo,Perth,7821
Cairo,Plymouth,3147
Cairo,Port Moresby,11955
Cairo,Prague,2661
Cairo,Rangoon,6702
Cairo,Reykjavk,3862
Cairo,Rio de Janeiro,1456
Cairo,Rome,2113
Cairo,Salvador,2091
Cairo,Santiago,3704
Cairo,St. Petersburg,3265
Cairo,So Paulo,1681
Cairo,Shanghai,8338
Cairo,Singapore,8251
Cairo,Sofia,1533
Cairo,Stockholm,3365
Cairo,Sydney,10483
Cairo,Tananarive,2083
Cairo,Teheran,1975
Cairo,Tokyo,9555
Cairo,Tripoli,1735
Cairo,Venice,2354
Cairo,Veracruz,6589
Cairo,Vienna,2368
Cairo,Vladivostok,8558
Cairo,Warsaw,2579
Cairo,Wellington,11226
Cairo,Zrich,2723
Calcutta,Aberdeen,7648
Calcutta,Adelaide,5031
Calcutta,Algiers,8147
Calcutta,Amsterdam,7644
Calcutta,Ankara,5549
Calcutta,Asuncin,3147
Calcutta,Athens,6344
Calcutta,Auckland,8230
Calcutta,Bangkok,1612
Calcutta,Barcelona,8019
Calcutta,Beijing,3262
Calcutta,Belm,4910
Calcutta,Belfast,7540
Calcutta,Belgrade,6565
Calcutta,Berlin,7053
Calcutta,Birmingham,7843
Calcutta,Bogot,2513
Calcutta,Bombay,1680
Calcutta,Bordeaux,8131
Calcutta,Bremen,7361
Calcutta,Brisbane,6565
Calcutta,Bristol,7810
Calcutta,Brussels,7697
Calcutta,Bucharest,6058
Calcutta,Budapest,6621
Calcutta,Buenos Aires,3210
Calcutta,Cairo,5696
Calcutta,Calcutta,0
Calcutta,Canton,2550
Calcutta,Cape Town,6865
Calcutta,Caracas,2609
Calcutta,Cayenne,4356
Calcutta,Chihuahua,1950
Calcutta,Chongqing,1972
Calcutta,Copenhagen,7099
Calcutta,Crdoba,2586
Calcutta,Dakar,7477
Calcutta,Darwin,4608
Calcutta,Djibouti,4918
Calcutta,Dublin,7519
Calcutta,Durban,5769
Calcutta,Edinburgh,7676
Calcutta,Frankfurt,7402
Calcutta,Georgetown,3678
Calcutta,Glasgow,7612
Calcutta,Guatemala City,912
Calcutta,Guayaquil,2438
Calcutta,Hamburg,7250
Calcutta,Hammerfest,6745
Calcutta,Havana,635
Calcutta,Helsinki,6395
Calcutta,Hobart,5839
Calcutta,Hong Kong,2658
Calcutta,Iquique,1834
Calcutta,Irkutsk,3599
Calcutta,Jakarta,2658
Calcutta,Johannesburg,6029
Calcutta,Kingston,1336
Calcutta,Kinshasa,8090
Calcutta,Kuala Lumpur,2503
Calcutta,La Paz,2204
Calcutta,Leeds,7832
Calcutta,Lima,1640
Calcutta,Lisbon,7505
Calcutta,Liverpool,7726
Calcutta,London,7935
Calcutta,Lyons,7786
Calcutta,Madrid,8003
Calcutta,Manchester,7780
Calcutta,Manila,3517
Calcutta,Marseilles,7784
Calcutta,Mazatln,1847
Calcutta,Mecca,5015
Calcutta,Melbourne,5598
Calcutta,Mexico City,1239
Calcutta,Milan,7436
Calcutta,Montevideo,3403
Calcutta,Moscow,5549
Calcutta,Munich,7216
Calcutta,Nagasaki,4204
Calcutta,Nagoya,4874
Calcutta,Nairobi,6053
Calcutta,Nanjing (Nanking),3177
Calcutta,Naples,7107
Calcutta,New Delhi,1301
Calcutta,Newcastle-on-Tyne,7803
Calcutta,Odessa,5781
Calcutta,Osaka,4749
Calcutta,Oslo,7199
Calcutta,Panama City,1802
Calcutta,Paramaribo,4019
Calcutta,Paris,7885
Calcutta,Perth,2882
Calcutta,Plymouth,7683
Calcutta,Port Moresby,6496
Calcutta,Prague,6993
Calcutta,Rangoon,1040
Calcutta,Reykjavk,6663
Calcutta,Rio de Janeiro,4618
Calcutta,Rome,7246
Calcutta,Salvador,5386
Calcutta,Santiago,2125
Calcutta,St. Petersburg,6099
Calcutta,So Paulo,4283
Calcutta,Shanghai,3408
Calcutta,Singapore,2880
Calcutta,Sofia,6338
Calcutta,Stockholm,6752
Calcutta,Sydney,6193
Calcutta,Tananarive,4271
Calcutta,Teheran,3839
Calcutta,Tokyo,5133
Calcutta,Tripoli,7352
Calcutta,Venice,7196
Calcutta,Veracruz,893
Calcutta,Vienna,6865
Calcutta,Vladivostok,4628
Calcutta,Warsaw,6525
Calcutta,Wellington,8093
Calcutta,Zrich,7463
Canton,Aberdeen,8905
Canton,Adelaide,2719
Canton,Algiers,10099
Canton,Amsterdam,9121
Canton,Ankara,7584
Canton,Asuncin,5605
Canton,Athens,8406
Canton,Auckland,5966
Canton,Bangkok,1768
Canton,Barcelona,9838
Canton,Beijing,1786
Canton,Belm,7400
Canton,Belfast,8948
Canton,Belgrade,8400
Canton,Berlin,8582
Canton,Birmingham,9296
Canton,Bogot,4701
Canton,Bombay,4230
Canton,Bordeaux,9827
Canton,Bremen,8820
Canton,Brisbane,4081
Canton,Bristol,9303
Canton,Brussels,9232
Canton,Bucharest,7925
Canton,Budapest,8359
Canton,Buenos Aires,5405
Canton,Cairo,7978
Canton,Calcutta,2550
Canton,Canton,0
Canton,Cape Town,9005
Canton,Caracas,5083
Canton,Cayenne,6858
Canton,Chihuahua,842
Canton,Chongqing,931
Canton,Copenhagen,8507
Canton,Crdoba,4871
Canton,Dakar,9948
Canton,Darwin,2228
Canton,Djibouti,7468
Canton,Dublin,8974
Canton,Durban,8063
Canton,Edinburgh,9023
Canton,Frankfurt,8961
Canton,Georgetown,6166
Canton,Glasgow,8968
Canton,Guatemala City,2610
Canton,Guayaquil,4338
Canton,Hamburg,8725
Canton,Hammerfest,7525
Canton,Havana,3140
Canton,Helsinki,7639
Canton,Hobart,3759
Canton,Hong Kong,193
Canton,Iquique,4382
Canton,Irkutsk,3269
Canton,Jakarta,2076
Canton,Johannesburg,8383
Canton,Kingston,3863
Canton,Kinshasa,10629
Canton,Kuala Lumpur,2545
Canton,La Paz,4748
Canton,Leeds,9241
Canton,Lima,4007
Canton,Lisbon,9462
Canton,Liverpool,9155
Canton,London,9411
Canton,Lyons,9490
Canton,Madrid,9855
Canton,Manchester,9201
Canton,Manila,1298
Canton,Marseilles,9564
Canton,Mazatln,706
Canton,Mecca,7486
Canton,Melbourne,3353
Canton,Mexico City,1475
Canton,Milan,9182
Canton,Montevideo,5598
Canton,Moscow,6972
Canton,Munich,8860
Canton,Nagasaki,1879
Canton,Nagoya,2615
Canton,Nairobi,8588
Canton,Nanjing (Nanking),1091
Canton,Naples,9034
Canton,New Delhi,3623
Canton,Newcastle-on-Tyne,9172
Canton,Odessa,7584
Canton,Osaka,2448
Canton,Oslo,8434
Canton,Panama City,3969
Canton,Paramaribo,6514
Canton,Paris,9472
Canton,Perth,905
Canton,Plymouth,9229
Canton,Port Moresby,4013
Canton,Prague,8593
Canton,Rangoon,1959
Canton,Reykjavk,7718
Canton,Rio de Janeiro,7083
Canton,Rome,9130
Canton,Salvador,7928
Canton,Santiago,4275
Canton,St. Petersburg,7362
Canton,So Paulo,6746
Canton,Shanghai,1148
Canton,Singapore,2713
Canton,Sofia,8255
Canton,Stockholm,8029
Canton,Sydney,3835
Canton,Tananarive,6794
Canton,Teheran,6012
Canton,Tokyo,2844
Canton,Tripoli,9484
Canton,Venice,8963
Canton,Veracruz,1836
Canton,Vienna,8558
Canton,Vladivostok,2763
Canton,Warsaw,8091
Canton,Wellington,5944
Canton,Zrich,9140
Cape Town,Aberdeen,2941
Cape Town,Adelaide,10206
Cape Town,Algiers,1422
Cape Town,Amsterdam,2347
Cape Town,Ankara,1441
Cape Town,Asuncin,3886
Cape Town,Athens,650
Cape Town,Auckland,11842
Cape Town,Bangkok,8461
Cape Town,Barcelona,1596
Cape Town,Beijing,8317
Cape Town,Belm,4762
Cape Town,Belfast,2518
Cape Town,Belgrade,1233
Cape Town,Berlin,2122
Cape Town,Birmingham,2470
Cape Town,Bogot,6618
Cape Town,Bombay,5581
Cape Town,Bordeaux,1961
Cape Town,Bremen,2347
Cape Town,Brisbane,11786
Cape Town,Bristol,2351
Cape Town,Brussels,2204
Cape Town,Bucharest,1396
Cape Town,Budapest,1532
Cape Town,Buenos Aires,3666
Cape Town,Cairo,1280
Cape Town,Calcutta,6865
Cape Town,Canton,9005
Cape Town,Cape Town,0
Cape Town,Caracas,5609
Cape Town,Cayenne,4771
Cape Town,Chihuahua,8168
Cape Town,Chongqing,8095
Cape Town,Copenhagen,2471
Cape Town,Crdoba,4278
Cape Town,Dakar,2131
Cape Town,Darwin,11234
Cape Town,Djibouti,3552
Cape Town,Dublin,2385
Cape Town,Durban,1248
Cape Town,Edinburgh,2710
Cape Town,Frankfurt,2067
Cape Town,Georgetown,5093
Cape Town,Glasgow,2671
Cape Town,Guatemala City,7486
Cape Town,Guayaquil,7248
Cape Town,Hamburg,2289
Cape Town,Hammerfest,4107
Cape Town,Havana,6242
Cape Town,Helsinki,2993
Cape Town,Hobart,10089
Cape Town,Hong Kong,9179
Cape Town,Iquique,5359
Cape Town,Irkutsk,6868
Cape Town,Jakarta,9468
Cape Town,Johannesburg,1281
Cape Town,Kingston,6027
Cape Town,Kinshasa,3281
Cape Town,Kuala Lumpur,9144
Cape Town,La Paz,5337
Cape Town,Leeds,2585
Cape Town,Lima,6411
Cape Town,Lisbon,924
Cape Town,Liverpool,2500
Cape Town,London,2439
Cape Town,Lyons,1766
Cape Town,Madrid,1509
Cape Town,Manchester,2537
Cape Town,Manila,10235
Cape Town,Marseilles,1558
Cape Town,Mazatln,8441
Cape Town,Mecca,2491
Cape Town,Melbourne,10364
Cape Town,Mexico City,8073
Cape Town,Milan,1518
Cape Town,Montevideo,3471
Cape Town,Moscow,2848
Cape Town,Munich,1788
Cape Town,Nagasaki,9747
Cape Town,Nagoya,9999
Cape Town,Nairobi,4067
Cape Town,Nanjing (Nanking),8924
Cape Town,Naples,852
Cape Town,New Delhi,5572
Cape Town,Newcastle-on-Tyne,2682
